Area,Year,Item,Area harvested,Production,Yield
Niger,2021,"Pumpkins, squash and gourds",8090.0,261415.3,32314.4
Niger,2021,Rice,29266.0,134000.0,4578.7
Niger,2021,"Seed cotton, unginned",3559.0,5980.8,1680.6
Niger,2021,Sesame seed,205040.0,84675.0,413.0
Niger,2021,Sorghum,3519085.0,1207237.0,343.1
Niger,2021,Sugar cane,12059.0,653355.12,54179.2
Niger,2021,Sweet potatoes,6911.0,226778.6,32816.4
Niger,2021,Tomatoes,13984.0,384416.0,27489.7
Niger,2021,Unmanufactured tobacco,523.0,1199.18,2294.6
Niger,2021,Watermelons,7325.0,207279.69,28297.5
Niger,2021,Wheat,1910.0,5471.44,2864.3
Niger,2022,"Bambara beans, dry",102961.0,61753.42,599.8
Niger,2022,"Beans, dry",36143.0,18716.37,517.8
Niger,2022,"Broad beans and horse beans, green",1963.0,6609.01,3367.5
Niger,2022,Cabbages,18328.0,533202.3,29091.9
Niger,2022,Cantaloupes and other melons,1359.0,32621.43,24004.2
Niger,2022,Carrots and turnips,2951.0,76561.56,25940.4
Niger,2022,"Cassava, fresh",14120.0,379537.15,26879.3
Niger,2022,Cereals n.e.c.,4157.0,1328.36,319.6
Niger,2022,"Chick peas, dry",416.0,239.69,575.6
Niger,2022,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",3097.0,31755.97,10252.8
Niger,2022,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",13133.0,271388.47,20664.2
Niger,2022,"Cow peas, dry",5851214.0,2865884.0,489.8
Niger,2022,Cucumbers and gherkins,133.0,1921.7,14410.9
Niger,2022,Dates,5390.0,17158.21,3183.6
Niger,2022,Eggplants (aubergines),710.0,15041.72,21177.4
Niger,2022,Fonio,8880.0,6050.26,681.3
Niger,2022,Green garlic,969.0,14274.05,14724.9
Niger,2022,"Groundnuts, excluding shelled",1003762.0,670613.48,668.1
Niger,2022,Leeks and other alliaceous vegetables,646.0,4534.34,7024.1
Niger,2022,Lettuce and chicory,11923.0,311949.77,26163.8
Niger,2022,Maize (corn),13787.0,9332.67,676.9
Niger,2022,"Mangoes, guavas and mangosteens",41296.0,166803.24,4039.2
Niger,2022,Millet,6780623.0,3656958.05,539.3
Niger,2022,Okra,43467.0,29879.31,687.4
Niger,2022,"Onions and shallots, dry (excluding dehydrated)",47135.0,1511096.74,32058.7
Niger,2022,"Other beans, green",9115.0,30147.66,3307.3
Niger,2022,"Other fruits, n.e.c.",54327.0,336836.32,6200.2
Niger,2022,"Other oil seeds, n.e.c.",12253.0,43966.43,3588.3
Niger,2022,Other pulses n.e.c.,40040.0,15049.53,375.9
Niger,2022,"Other stimulant, spice and aromatic crops, n.e.c.",3349.0,5145.64,1536.4
Niger,2022,"Other vegetables, fresh n.e.c.",11954.0,125625.46,10508.7
Niger,2022,"Peas, dry",2649.0,1128.62,426.0
Niger,2022,"Peas, green",9.0,17.32,2021.9
Niger,2022,"Pepper (Piper spp.), raw",12704.0,3987.55,313.9
Niger,2022,Potatoes,11685.0,400148.41,34245.4
Niger,2022,"Pumpkins, squash and gourds",8010.0,268020.36,33461.8
Niger,2022,Rice,31419.0,144000.0,4583.2
Niger,2022,"Seed cotton, unginned",3524.0,5992.2,1700.5
Niger,2022,Sesame seed,214652.0,104088.04,484.9
Niger,2022,Sorghum,3786257.0,2100697.29,554.8
Niger,2022,Sugar cane,12000.0,650000.0,54166.7
Niger,2022,Sweet potatoes,7269.0,232852.69,32031.8
Niger,2022,Tomatoes,15353.0,405370.21,26403.7
Niger,2022,Unmanufactured tobacco,493.0,1144.11,2320.8
Niger,2022,Watermelons,6278.0,189587.8,30196.5
Niger,2022,Wheat,1942.0,5488.49,2826.0
Niger,2023,"Bambara beans, dry",107531.0,60982.17,567.1
Niger,2023,"Beans, dry",36196.0,18750.0,518.0
Niger,2023,"Broad beans and horse beans, green",1973.0,6589.45,3339.7
Niger,2023,Cabbages,20761.0,574539.41,27673.8
Niger,2023,Cantaloupes and other melons,1210.0,30646.21,25323.6
Niger,2023,Carrots and turnips,2915.0,79473.26,27265.2
Niger,2023,"Cassava, fresh",16050.0,466280.61,29051.5
Niger,2023,Cereals n.e.c.,4191.0,1345.17,321.0
Niger,2023,"Chick peas, dry",418.0,240.66,576.3
Niger,2023,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2883.0,33077.94,11472.5
Niger,2023,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",13706.0,279574.93,20398.5
Niger,2023,"Cow peas, dry",6006268.0,2692372.88,448.3
Niger,2023,Cucumbers and gherkins,123.0,1505.24,12285.5
Niger,2023,Dates,5361.0,17173.91,3203.3
Niger,2023,Eggplants (aubergines),753.0,16018.28,21277.6
Niger,2023,Fonio,9861.0,6372.11,646.2
Niger,2023,Green garlic,681.0,10155.92,14915.9
Niger,2023,"Groundnuts, excluding shelled",1020000.0,455000.0,446.1
Niger,2023,Leeks and other alliaceous vegetables,644.0,4528.11,7029.7
Niger,2023,Lettuce and chicory,12463.0,333332.63,26745.2
Niger,2023,Maize (corn),16533.0,14391.89,870.5
Niger,2023,"Mangoes, guavas and mangosteens",41407.0,167234.8,4038.8
Niger,2023,Millet,6800000.0,3346000.0,492.1
Niger,2023,Okra,70758.0,46972.48,663.8
Niger,2023,"Onions and shallots, dry (excluding dehydrated)",50116.0,1621936.43,32363.4
Niger,2023,"Other beans, green",9134.0,30226.55,3309.4
Niger,2023,"Other fruits, n.e.c.",54544.0,334193.77,6127.1
Niger,2023,"Other oil seeds, n.e.c.",12437.0,44262.46,3559.0
Niger,2023,Other pulses n.e.c.,40199.0,14920.3,371.2
Niger,2023,"Other stimulant, spice and aromatic crops, n.e.c.",3355.0,5151.35,1535.6
Niger,2023,"Other vegetables, fresh n.e.c.",11972.0,125251.28,10461.7
Niger,2023,"Peas, dry",2639.0,1126.01,426.6
Niger,2023,"Peas, green",8.0,17.36,2050.7
Niger,2023,"Pepper (Piper spp.), raw",11858.0,3686.83,310.9
Niger,2023,Potatoes,8243.0,293472.8,35601.5
Niger,2023,"Pumpkins, squash and gourds",8326.0,302093.08,36282.9
Niger,2023,Rice,30000.0,142600.0,4753.3
Niger,2023,"Seed cotton, unginned",3488.0,6000.0,1720.4
Niger,2023,Sesame seed,204050.0,102230.66,501.0
Niger,2023,Sorghum,3700000.0,1646000.0,444.9
Niger,2023,Sugar cane,11816.0,627988.74,53146.4
Niger,2023,Sweet potatoes,6676.0,211498.36,31678.1
Niger,2023,Tomatoes,14789.0,399191.95,26993.2
Niger,2023,Unmanufactured tobacco,524.0,1208.4,2305.6
Niger,2023,Watermelons,5059.0,163398.01,32300.6
Niger,2023,Wheat,1920.0,5495.3,2861.4
Nigeria,2019,Carrots and turnips,26811.0,237317.93,8851.7
Nigeria,2019,"Cashew nuts, in shell",140000.0,101500.0,725.0
Nigeria,2019,"Cassava, fresh",9776650.0,56969160.0,5827.1
Nigeria,2019,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",36447.0,63123.15,1731.9
Nigeria,2019,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",102728.0,765622.53,7452.9
Nigeria,2019,Cocoa beans,885571.0,250000.0,282.3
Nigeria,2019,"Coconuts, in shell",36396.0,274900.0,7553.0
Nigeria,2019,"Coffee, green",1421.0,1852.02,1302.9
Nigeria,2019,"Cow peas, dry",4931320.0,4064710.0,824.3
Nigeria,2019,Fonio,176423.0,85758.79,486.1
Nigeria,2019,"Ginger, raw",93730.0,679040.0,7244.6
Nigeria,2019,Green corn (maize),199167.0,771556.09,3873.9
Nigeria,2019,Green garlic,163.0,2133.33,13055.6
Nigeria,2019,"Groundnuts, excluding shelled",3601541.0,4357032.01,1209.8
Nigeria,2019,Karite nuts (sheanuts),397969.0,366867.11,921.8
Nigeria,2019,"Kenaf, and other textile bast fibres, raw or retted",1013.0,1546.31,1526.7
Nigeria,2019,Kola nuts,243168.0,169203.48,695.8
Nigeria,2019,Maize (corn),6783924.0,12598945.0,1857.2
Nigeria,2019,"Mangoes, guavas and mangosteens",131447.0,946988.16,7204.3
Nigeria,2019,Melonseed,875163.0,567565.7,648.5
Nigeria,2019,Millet,1747800.0,1925075.0,1101.4
Nigeria,2019,Natural rubber in primary forms,149555.0,56300.0,376.4
Nigeria,2019,Oil palm fruit,3809946.0,9790903.37,2569.8
Nigeria,2019,Okra,1430860.0,1718170.0,1200.8
Nigeria,2019,"Onions and shallots, dry (excluding dehydrated)",568225.0,1464280.0,2576.9
Nigeria,2019,"Onions and shallots, green",14388.0,233635.28,16238.5
Nigeria,2019,"Other citrus fruit, n.e.c.",837245.0,4175608.24,4987.3
Nigeria,2019,"Other fruits, n.e.c.",177892.0,1209156.13,6797.1
Nigeria,2019,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2698.0,7296.71,2704.1
Nigeria,2019,"Other oil seeds, n.e.c.",200.0,528.96,2644.8
Nigeria,2019,Other pulses n.e.c.,151872.0,69435.65,457.2
Nigeria,2019,"Other stimulant, spice and aromatic crops, n.e.c.",5230.0,8060.24,1541.2
Nigeria,2019,"Other vegetables, fresh n.e.c.",784523.0,7188189.97,9162.5
Nigeria,2019,Papayas,94230.0,843580.6,8952.3
Nigeria,2019,Pineapples,192564.0,1593867.22,8277.1
Nigeria,2019,Plantains and cooking bananas,497993.0,3278167.69,6582.8
Nigeria,2019,Potatoes,321788.0,1210935.65,3763.2
Nigeria,2019,Rice,4126670.0,8435510.0,2044.1
Nigeria,2019,"Seed cotton, unginned",234245.0,110000.0,469.6
Nigeria,2019,Sesame seed,782590.0,523430.0,668.8
Nigeria,2019,Sorghum,5397000.0,6665000.0,1234.9
Nigeria,2019,Soya beans,1148050.0,1048510.0,913.3
Nigeria,2019,Sugar cane,86403.0,1503575.52,17401.9
Nigeria,2019,Sweet potatoes,1503891.0,4143207.09,2755.0
Nigeria,2019,Taro,1223180.0,7900080.0,6458.6
Nigeria,2019,Tomatoes,902911.0,3102960.0,3436.6
Nigeria,2019,Unmanufactured tobacco,9722.0,5666.67,582.9
Nigeria,2019,Wheat,51646.0,86900.0,1682.6
Nigeria,2019,Yams,6778080.0,52914910.0,7806.8
Nigeria,2020,Bananas,476070.0,5583830.0,11729.0
Nigeria,2020,Carrots and turnips,26684.0,237275.4,8891.9
Nigeria,2020,"Cashew nuts, in shell",167570.0,91914.82,548.5
Nigeria,2020,"Cassava, fresh",9614230.0,55565610.0,5779.5
Nigeria,2020,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",37020.0,64538.42,1743.4
Nigeria,2020,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",103362.0,770467.16,7454.0
Nigeria,2020,Cocoa beans,1188468.0,357608.24,300.9
Nigeria,2020,"Coconuts, in shell",34816.0,271300.0,7792.3
Nigeria,2020,"Coffee, green",1438.0,1879.97,1307.7
Nigeria,2020,"Cow peas, dry",4973530.0,4132850.0,831.0
Nigeria,2020,Fonio,174442.0,85302.15,489.0
Nigeria,2020,"Ginger, raw",102060.0,681390.0,6676.4
Nigeria,2020,Green corn (maize),200170.0,780334.13,3898.4
Nigeria,2020,Green garlic,171.0,2228.39,13063.0
Nigeria,2020,"Groundnuts, excluding shelled",3620190.0,4230560.0,1168.6
Nigeria,2020,Karite nuts (sheanuts),400742.0,347923.81,868.2
Nigeria,2020,"Kenaf, and other textile bast fibres, raw or retted",1013.0,1569.0,1549.1
Nigeria,2020,Kola nuts,219892.0,170461.92,775.2
Nigeria,2020,Maize (corn),6048600.0,12403300.0,2050.6
Nigeria,2020,"Mangoes, guavas and mangosteens",131482.0,951639.97,7237.8
Nigeria,2020,Melonseed,910140.0,573318.87,629.9
Nigeria,2020,Millet,1762280.0,1905430.0,1081.2
Nigeria,2020,Natural rubber in primary forms,136776.0,51300.0,375.1
Nigeria,2020,Oil palm fruit,3891929.0,10000000.0,2569.4
Nigeria,2020,Okra,1473150.0,1758180.0,1193.5
Nigeria,2020,"Onions and shallots, dry (excluding dehydrated)",589610.0,1517270.0,2573.3
Nigeria,2020,"Onions and shallots, green",14238.0,243770.25,17121.4
Nigeria,2020,"Other citrus fruit, n.e.c.",840812.0,4228448.44,5029.0
Nigeria,2020,"Other fruits, n.e.c.",180663.0,1233891.52,6829.8
Nigeria,2020,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2773.0,7289.17,2629.1
Nigeria,2020,"Other oil seeds, n.e.c.",200.0,547.06,2735.3
Nigeria,2020,Other pulses n.e.c.,149770.0,68074.41,454.5
Nigeria,2020,"Other stimulant, spice and aromatic crops, n.e.c.",6418.0,10000.0,1558.2
Nigeria,2020,"Other vegetables, fresh n.e.c.",785171.0,7041074.42,8967.6
Nigeria,2020,Papayas,95680.0,878776.66,9184.5
Nigeria,2020,Pineapples,196590.0,1631695.74,8300.0
Nigeria,2020,Potatoes,322272.0,1221405.66,3790.0
Nigeria,2020,Rice,4195100.0,8171800.0,1947.9
Nigeria,2020,"Seed cotton, unginned",510370.0,236840.0,464.1
Nigeria,2020,Sesame seed,351413.0,195426.98,556.1
Nigeria,2020,Sorghum,5799600.0,6590600.0,1136.4
Nigeria,2020,Soya beans,1207740.0,1262280.0,1045.2
Nigeria,2020,Sugar cane,86413.0,1532458.04,17734.1
Nigeria,2020,Sweet potatoes,1511243.0,4064354.1,2689.4
Nigeria,2020,Taro,1332030.0,7867170.0,5906.2
Nigeria,2020,Tomatoes,858639.0,3390170.0,3948.3
Nigeria,2020,Unmanufactured tobacco,9730.0,5722.22,588.1
Nigeria,2020,Wheat,50000.0,55000.0,1100.0
Nigeria,2020,Yams,7128080.0,56345530.0,7904.7
Nigeria,2021,Bananas,525177.0,7388610.0,14068.8
Nigeria,2021,Carrots and turnips,26510.0,236025.52,8903.3
Nigeria,2021,"Cashew nuts, in shell",170000.0,90000.0,529.4
Nigeria,2021,"Cassava, fresh",9979330.0,58237500.0,5835.8
Nigeria,2021,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",37096.0,65071.39,1754.1
Nigeria,2021,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",103297.0,769727.6,7451.6
Nigeria,2021,Cocoa beans,1003778.0,280000.0,278.9
Nigeria,2021,"Coconuts, in shell",34600.0,271300.0,7841.0
Nigeria,2021,"Coffee, green",1418.0,1842.64,1299.3
Nigeria,2021,"Cow peas, dry",5041990.0,4213100.0,835.6
Nigeria,2021,Fonio,172897.0,85094.85,492.2
Nigeria,2021,"Ginger, raw",102320.0,707100.0,6910.7
Nigeria,2021,Green corn (maize),200386.0,781714.47,3901.0
Nigeria,2021,Green garlic,168.0,2192.15,13063.3
Nigeria,2021,"Groundnuts, excluding shelled",3702210.0,4227520.0,1141.9
Nigeria,2021,Karite nuts (sheanuts),399685.0,340959.43,853.1
Nigeria,2021,"Kenaf, and other textile bast fibres, raw or retted",1022.0,1546.39,1513.7
Nigeria,2021,Kola nuts,228699.0,173825.16,760.1
Nigeria,2021,Maize (corn),6205280.0,12744450.0,2053.8
Nigeria,2021,"Mangoes, guavas and mangosteens",131091.0,958559.77,7312.1
Nigeria,2021,Melonseed,895457.0,575323.27,642.5
Nigeria,2021,Millet,1767390.0,1926950.0,1090.3
Nigeria,2021,Natural rubber in primary forms,150627.0,57200.0,379.7
Nigeria,2021,Oil palm fruit,4087000.0,10500000.0,2569.1
Nigeria,2021,Okra,1567439.0,1803030.0,1150.3
Nigeria,2021,"Onions and shallots, dry (excluding dehydrated)",595850.0,1534430.0,2575.2
Nigeria,2021,"Onions and shallots, green",14287.0,243540.03,17046.6
Nigeria,2021,"Other citrus fruit, n.e.c.",841916.0,4243902.98,5040.8
Nigeria,2021,"Other fruits, n.e.c.",179182.0,1226256.57,6843.6
Nigeria,2021,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2775.0,7287.83,2626.0
Nigeria,2021,"Other oil seeds, n.e.c.",200.0,537.51,2687.6
Nigeria,2021,Other pulses n.e.c.,150527.0,68505.8,455.1
Nigeria,2021,"Other stimulant, spice and aromatic crops, n.e.c.",9597.0,15000.0,1563.0
Nigeria,2021,"Other vegetables, fresh n.e.c.",776769.0,7040663.37,9064.0
Nigeria,2021,Papayas,95870.0,852685.97,8894.2
Nigeria,2021,Pineapples,198160.0,1604985.9,8099.5
Nigeria,2021,Potatoes,323510.0,1216884.87,3761.5
Nigeria,2021,Rice,4320100.0,8342000.0,1931.0
Nigeria,2021,"Seed cotton, unginned",510890.0,242740.0,475.1
Nigeria,2021,Sesame seed,511817.0,440000.0,859.7
Nigeria,2021,Sorghum,5930900.0,6725500.0,1134.0
Nigeria,2021,Soya beans,1105950.0,1166050.0,1054.3
Nigeria,2021,Sugar cane,87077.0,1540325.89,17689.2
Nigeria,2021,Sweet potatoes,1510408.0,4090009.19,2707.9
Nigeria,2021,Taro,1337500.0,8202650.0,6132.8
Nigeria,2021,Tomatoes,926798.0,3477981.0,3752.7
Nigeria,2021,Unmanufactured tobacco,9706.0,5629.63,580.0
Nigeria,2021,Wheat,11820.0,36944.0,3125.5
Nigeria,2021,Yams,7498130.0,59884050.0,7986.5
Nigeria,2022,Bananas,540537.0,8015978.46,14829.7
Nigeria,2022,Carrots and turnips,26505.0,236463.19,8921.5
Nigeria,2022,"Cashew nuts, in shell",170000.0,90000.0,529.4
Nigeria,2022,"Cassava, fresh",10144641.0,61015339.21,6014.5
Nigeria,2022,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",37212.0,64244.32,1726.4
Nigeria,2022,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",103915.0,771844.84,7427.6
Nigeria,2022,Cocoa beans,1027173.0,280000.0,272.6
Nigeria,2022,"Coconuts, in shell",34151.0,271300.0,7944.2
Nigeria,2022,"Coffee, green",1393.0,1809.56,1299.3
Nigeria,2022,"Cow peas, dry",4894274.0,4202328.2,858.6
Nigeria,2022,Fonio,171403.0,84170.0,491.1
Nigeria,2022,"Ginger, raw",95047.0,747326.29,7862.7
Nigeria,2022,Green corn (maize),200977.0,787587.61,3918.8
Nigeria,2022,Green garlic,167.0,2184.62,13060.7
Nigeria,2022,"Groundnuts, excluding shelled",3400000.0,4284000.0,1260.0
Nigeria,2022,Karite nuts (sheanuts),399466.0,351916.78,881.0
Nigeria,2022,"Kenaf, and other textile bast fibres, raw or retted",1025.0,1553.9,1516.5
Nigeria,2022,Kola nuts,280559.0,183405.14,653.7
Nigeria,2022,Maize (corn),5800000.0,12948920.0,2232.6
Nigeria,2022,"Mangoes, guavas and mangosteens",131074.0,952395.97,7266.1
Nigeria,2022,Melonseed,893587.0,572069.28,640.2
Nigeria,2022,Millet,2000000.0,1941220.0,970.6
Nigeria,2022,Natural rubber in primary forms,153701.0,58400.0,380.0
Nigeria,2022,Oil palm fruit,4323296.0,11100000.0,2567.5
Nigeria,2022,Okra,1793831.0,1844242.17,1028.1
Nigeria,2022,"Onions and shallots, dry (excluding dehydrated)",614042.0,1599296.16,2604.5
Nigeria,2022,"Onions and shallots, green",14304.0,244842.93,17117.0
Nigeria,2022,"Other citrus fruit, n.e.c.",846118.0,4215986.56,4982.7
Nigeria,2022,"Other fruits, n.e.c.",178039.0,1221187.04,6859.1
Nigeria,2022,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2785.0,7291.23,2617.6
Nigeria,2022,"Other oil seeds, n.e.c.",204.0,556.22,2732.7
Nigeria,2022,Other pulses n.e.c.,150723.0,68671.95,455.6
Nigeria,2022,"Other stimulant, spice and aromatic crops, n.e.c.",11006.0,17284.1,1570.4
Nigeria,2022,"Other vegetables, fresh n.e.c.",782154.0,7089975.92,9064.7
Nigeria,2022,Papayas,96325.0,858347.74,8911.0
Nigeria,2022,Pineapples,195771.0,1610182.95,8224.8
Nigeria,2022,Potatoes,322523.0,1216408.73,3771.5
Nigeria,2022,Rice,4580000.0,8502000.0,1856.3
Nigeria,2022,"Seed cotton, unginned",488896.0,250000.0,511.4
Nigeria,2022,Sesame seed,340000.0,420000.0,1235.3
Nigeria,2022,Sorghum,5700000.0,6806370.0,1194.1
Nigeria,2022,Soya beans,1150000.0,1320000.0,1147.8
Nigeria,2022,Sugar cane,86631.0,1557084.33,17973.7
Nigeria,2022,Sweet potatoes,1508514.0,4099190.13,2717.4
Nigeria,2022,Taro,1323604.0,8200000.0,6195.2
Nigeria,2022,Tomatoes,997501.0,3600783.69,3609.8
Nigeria,2022,Unmanufactured tobacco,9719.0,5672.84,583.7
Nigeria,2022,Wheat,15727.0,34427.11,2189.1
Nigeria,2022,Yams,7501189.0,61381808.65,8182.9
Nigeria,2023,Bananas,566568.0,7308103.18,12898.9
Nigeria,2023,Carrots and turnips,26500.0,236900.85,8939.7
Nigeria,2023,"Cashew nuts, in shell",171383.0,88097.3,514.0
Nigeria,2023,"Cassava, fresh",9878773.0,62690091.19,6345.9
Nigeria,2023,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",37328.0,64618.04,1731.1
Nigeria,2023,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",104538.0,773962.09,7403.6
Nigeria,2023,Cocoa beans,1045425.0,284232.16,271.9
Nigeria,2023,"Coconuts, in shell",33774.0,271791.07,8047.4
Nigeria,2023,"Coffee, green",1416.0,1844.06,1302.1
Nigeria,2023,"Cow peas, dry",4984907.0,4292073.51,861.0
Nigeria,2023,Fonio,173230.0,84875.85,490.0
Nigeria,2023,"Ginger, raw",89827.0,781640.72,8701.7
Nigeria,2023,Green corn (maize),201730.0,793497.04,3933.5
Nigeria,2023,Green garlic,169.0,2201.72,13062.3
Nigeria,2023,"Groundnuts, excluding shelled",3450000.0,4300000.0,1246.4
Nigeria,2023,Karite nuts (sheanuts),399964.0,346933.34,867.4
Nigeria,2023,"Kenaf, and other textile bast fibres, raw or retted",1028.0,1556.43,1514.6
Nigeria,2023,Kola nuts,281652.0,188703.54,670.0
Nigeria,2023,Maize (corn),5700000.0,11053000.0,1939.1
Nigeria,2023,"Mangoes, guavas and mangosteens",131033.0,954198.57,7282.1
Nigeria,2023,Melonseed,899728.0,573570.47,637.5
Nigeria,2023,Millet,2000000.0,1559000.0,779.5
Nigeria,2023,Natural rubber in primary forms,163610.0,62200.0,380.2
Nigeria,2023,Oil palm fruit,4520090.0,11597872.39,2565.8
Nigeria,2023,Okra,2043104.0,1874730.35,917.6
Nigeria,2023,"Onions and shallots, dry (excluding dehydrated)",622674.0,1692279.67,2717.8
Nigeria,2023,"Onions and shallots, green",14276.0,244051.07,17095.0
Nigeria,2023,"Other citrus fruit, n.e.c.",850278.0,4229445.99,4974.2
Nigeria,2023,"Other fruits, n.e.c.",177179.0,1218033.9,6874.6
Nigeria,2023,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2796.0,7289.41,2607.1
Nigeria,2023,"Other oil seeds, n.e.c.",209.0,579.45,2766.3
Nigeria,2023,Other pulses n.e.c.,150340.0,68417.39,455.1
Nigeria,2023,"Other stimulant, spice and aromatic crops, n.e.c.",9034.0,14252.74,1577.7
Nigeria,2023,"Other vegetables, fresh n.e.c.",781365.0,7057237.9,9031.9
Nigeria,2023,Papayas,95958.0,863270.12,8996.3
Nigeria,2023,Pineapples,196840.0,1615621.53,8207.8
Nigeria,2023,Potatoes,322768.0,1218233.09,3774.3
Nigeria,2023,Rice,4509800.0,8902200.0,1974.0
Nigeria,2023,"Seed cotton, unginned",483905.0,230000.0,475.3
Nigeria,2023,Sesame seed,340000.0,420000.0,1235.3
Nigeria,2023,Sorghum,5700000.0,6402000.0,1123.2
Nigeria,2023,Soya beans,1200000.0,1350000.0,1125.0
Nigeria,2023,Sugar cane,86707.0,1543289.42,17798.9
Nigeria,2023,Sweet potatoes,1510055.0,4084517.8,2704.9
Nigeria,2023,Taro,1349720.0,8334557.19,6175.0
Nigeria,2023,Tomatoes,1097111.0,3803598.23,3466.9
Nigeria,2023,Unmanufactured tobacco,9718.0,5674.9,583.9
Nigeria,2023,Wheat,33247.0,52757.03,1586.8
Nigeria,2023,Yams,7548275.0,61921741.44,8203.4
Niue,2019,Bananas,41.0,81.56,1978.5
Niue,2019,"Cassava, fresh",7.0,43.69,6163.4
Niue,2019,"Coconuts, in shell",4121.0,3600.0,873.6
Niue,2019,Lemons and limes,28.0,107.63,3853.3
Niue,2019,"Other fruits, n.e.c.",1120.0,480.21,428.9
Niue,2019,"Other tropical fruits, n.e.c.",232.0,230.03,991.3
Niue,2019,"Other vegetables, fresh n.e.c.",22.0,144.32,6658.0
Niue,2019,Sweet potatoes,16.0,251.27,15417.2
Niue,2019,Taro,453.0,2996.9,6622.1
Niue,2019,Yams,141.0,164.04,1166.9
Niue,2020,Bananas,41.0,81.73,1980.5
Niue,2020,"Cassava, fresh",7.0,43.94,6412.7
Niue,2020,"Coconuts, in shell",4067.0,3600.0,885.1
Niue,2020,Lemons and limes,28.0,107.8,3829.1
Niue,2020,"Other fruits, n.e.c.",1109.0,479.49,432.2
Niue,2020,"Other tropical fruits, n.e.c.",227.0,224.96,991.9
Niue,2020,"Other vegetables, fresh n.e.c.",22.0,146.16,6657.5
Niue,2020,Sweet potatoes,16.0,251.36,15357.7
Niue,2020,Taro,442.0,2920.08,6600.2
Niue,2020,Yams,145.0,162.63,1124.2
Niue,2021,Bananas,41.0,81.87,1981.3
Niue,2021,"Cassava, fresh",7.0,43.96,6518.6
Niue,2021,"Coconuts, in shell",4074.0,3600.0,883.5
Niue,2021,Lemons and limes,28.0,108.06,3857.1
Niue,2021,"Other fruits, n.e.c.",1111.0,479.64,431.6
Niue,2021,"Other tropical fruits, n.e.c.",229.0,226.62,991.5
Niue,2021,"Other vegetables, fresh n.e.c.",22.0,147.12,6659.3
Niue,2021,Sweet potatoes,17.0,251.32,15195.0
Niue,2021,Taro,442.0,2906.51,6577.1
Niue,2021,Yams,144.0,163.08,1131.3
Niue,2022,Bananas,41.0,82.04,1979.0
Niue,2022,"Cassava, fresh",7.0,44.16,6612.2
Niue,2022,"Coconuts, in shell",4052.0,3600.0,888.4
Niue,2022,Lemons and limes,28.0,108.29,3862.8
Niue,2022,"Other fruits, n.e.c.",1113.0,479.78,430.9
Niue,2022,"Other tropical fruits, n.e.c.",229.0,227.2,991.5
Niue,2022,"Other vegetables, fresh n.e.c.",22.0,148.26,6660.3
Niue,2022,Sweet potatoes,17.0,251.44,15064.3
Niue,2022,Taro,441.0,2894.49,6564.8
Niue,2022,Yams,145.0,163.25,1129.6
Niue,2023,Bananas,42.0,82.21,1976.7
Niue,2023,"Cassava, fresh",7.0,44.36,6705.8
Niue,2023,"Coconuts, in shell",4037.0,3606.32,893.2
Niue,2023,Lemons and limes,28.0,108.52,3866.3
Niue,2023,"Other fruits, n.e.c.",1111.0,479.63,431.6
Niue,2023,"Other tropical fruits, n.e.c.",228.0,226.26,991.6
Niue,2023,"Other vegetables, fresh n.e.c.",22.0,147.18,6562.7
Niue,2023,Sweet potatoes,17.0,251.55,14933.6
Niue,2023,Taro,440.0,2882.47,6552.5
Niue,2023,Yams,145.0,162.99,1124.9
North Macedonia,2019,"Almonds, in shell",364.0,568.0,1561.4
North Macedonia,2019,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1364.0,1497.42,1097.5
North Macedonia,2019,Apples,10992.0,88701.0,8069.4
North Macedonia,2019,Apricots,616.0,6070.0,9860.4
North Macedonia,2019,Asparagus,300.0,719.09,2395.1
North Macedonia,2019,Barley,43941.0,138453.0,3150.9
North Macedonia,2019,"Beans, dry",5020.0,6465.86,1288.1
North Macedonia,2019,Cabbages,5902.0,173672.0,29426.0
North Macedonia,2019,Cantaloupes and other melons,58.0,1162.18,20000.0
North Macedonia,2019,Carrots and turnips,388.0,3829.0,9868.6
