Area,Year,Item,Area harvested,Production,Yield
Afghanistan,2019,"Almonds, in shell",29203.0,38205.0,1308.3
Afghanistan,2019,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",25293.0,17807.76,704.1
Afghanistan,2019,Apples,27559.0,250324.0,9083.2
Afghanistan,2019,Apricots,17719.0,129363.0,7300.8
Afghanistan,2019,Barley,84070.0,123576.0,1469.9
Afghanistan,2019,Cantaloupes and other melons,37136.0,464230.0,12500.8
Afghanistan,2019,Figs,3529.0,24319.0,6891.2
Afghanistan,2019,Grapes,89593.0,1112927.0,12422.0
Afghanistan,2019,Linseed,38323.0,55000.0,1435.2
Afghanistan,2019,Maize (corn),94910.0,184671.0,1945.7
Afghanistan,2019,Millet,1401.0,2714.0,1937.2
Afghanistan,2019,Mustard seed,1691.0,1700.0,1005.3
Afghanistan,2019,Olives,2206.0,7926.57,3593.7
Afghanistan,2019,"Onions and shallots, dry (excluding dehydrated)",18343.0,352725.0,19229.4
Afghanistan,2019,Oranges,973.0,6006.18,6172.8
Afghanistan,2019,Other berries and fruits of the genus vaccinium n.e.c.,6117.0,29384.09,4803.7
Afghanistan,2019,"Other citrus fruit, n.e.c.",3391.0,30759.4,9070.9
Afghanistan,2019,"Other fruits, n.e.c.",8503.0,61921.74,7282.6
Afghanistan,2019,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2014.0,1730.0,858.9
Afghanistan,2019,Other pulses n.e.c.,67114.0,44132.56,657.6
Afghanistan,2019,"Other stimulant, spice and aromatic crops, n.e.c.",7558.0,20.0,2.6
Afghanistan,2019,Other stone fruits,6880.0,48484.61,7047.4
Afghanistan,2019,"Other vegetables, fresh n.e.c.",41561.0,377817.29,9090.7
Afghanistan,2019,Peaches and nectarines,8076.0,61361.0,7597.9
Afghanistan,2019,Pears,2473.0,6966.0,2816.8
Afghanistan,2019,"Pistachios, in shell",2214.0,2793.78,1262.0
Afghanistan,2019,Plums and sloes,3629.0,38321.0,10559.7
Afghanistan,2019,Potatoes,57066.0,921122.0,16141.3
Afghanistan,2019,Rice,127530.0,570900.0,4476.6
Afghanistan,2019,"Seed cotton, unginned",49371.0,73120.0,1481.0
Afghanistan,2019,Sesame seed,71081.0,33139.0,466.2
Afghanistan,2019,Sugar beet,616.0,9284.0,15071.4
Afghanistan,2019,Sugar cane,1653.0,36538.0,22104.1
Afghanistan,2019,Sunflower seed,981.0,882.0,899.1
Afghanistan,2019,"Walnuts, in shell",5025.0,14690.0,2923.4
Afghanistan,2019,Watermelons,48298.0,846990.0,17536.8
Afghanistan,2019,Wheat,2334000.0,4890000.0,2095.1
Afghanistan,2020,"Almonds, in shell",22134.0,39307.0,1775.9
Afghanistan,2020,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",25558.0,17965.9,703.0
Afghanistan,2020,Apples,25643.0,270857.0,10562.6
Afghanistan,2020,Apricots,17481.0,131788.0,7538.9
Afghanistan,2020,Barley,86099.0,127757.0,1483.8
Afghanistan,2020,Cantaloupes and other melons,58942.0,793496.0,13462.3
Afghanistan,2020,Figs,3219.0,15994.0,4968.6
Afghanistan,2020,Grapes,92584.0,993382.0,10729.5
Afghanistan,2020,Linseed,31089.0,34216.0,1100.6
Afghanistan,2020,Maize (corn),140498.0,271776.0,1934.4
Afghanistan,2020,Millet,1437.0,1895.0,1318.7
Afghanistan,2020,Mustard seed,1457.0,1298.0,890.9
Afghanistan,2020,Olives,2208.0,8021.47,3633.3
Afghanistan,2020,"Onions and shallots, dry (excluding dehydrated)",19351.0,326006.0,16847.0
Afghanistan,2020,Oranges,415.0,3001.0,7231.3
Afghanistan,2020,Other berries and fruits of the genus vaccinium n.e.c.,6396.0,27772.0,4342.1
Afghanistan,2020,"Other citrus fruit, n.e.c.",449.0,3775.0,8407.6
Afghanistan,2020,"Other fruits, n.e.c.",8259.0,62117.47,7520.9
Afghanistan,2020,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",5035.0,4300.0,854.0
Afghanistan,2020,Other pulses n.e.c.,69104.0,43855.34,634.6
Afghanistan,2020,"Other stimulant, spice and aromatic crops, n.e.c.",7716.0,20.0,2.6
Afghanistan,2020,Other stone fruits,7104.0,50085.44,7050.1
Afghanistan,2020,"Other vegetables, fresh n.e.c.",65651.0,596012.04,9078.5
Afghanistan,2020,Peaches and nectarines,6735.0,70012.0,10395.2
Afghanistan,2020,Pears,2245.0,18020.0,8026.7
Afghanistan,2020,"Pistachios, in shell",2177.0,2796.27,1284.5
Afghanistan,2020,Plums and sloes,3128.0,29872.0,9549.9
Afghanistan,2020,Potatoes,53674.0,855395.0,15936.9
Afghanistan,2020,Rice,147555.0,655400.0,4441.7
Afghanistan,2020,"Seed cotton, unginned",56740.0,74062.0,1305.3
Afghanistan,2020,Sesame seed,64862.0,41855.0,645.3
Afghanistan,2020,Sugar beet,347.0,5032.0,14501.4
Afghanistan,2020,Sugar cane,1541.0,40292.0,26146.7
Afghanistan,2020,Sunflower seed,362.0,387.0,1069.1
Afghanistan,2020,"Walnuts, in shell",5206.0,14877.0,2857.7
Afghanistan,2020,Watermelons,66244.0,990318.0,14949.6
Afghanistan,2020,Wheat,2668000.0,5185000.0,1943.4
Afghanistan,2021,"Almonds, in shell",36862.0,64256.0,1743.2
Afghanistan,2021,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",25357.0,17876.49,705.0
Afghanistan,2021,Apples,30463.0,321672.0,10559.4
Afghanistan,2021,Apricots,27082.0,207490.0,7661.5
Afghanistan,2021,Barley,40273.0,65102.0,1616.5
Afghanistan,2021,Cantaloupes and other melons,59437.0,763382.89,12843.6
Afghanistan,2021,Figs,10077.0,59755.66,5929.9
Afghanistan,2021,Grapes,92645.0,993884.0,10727.9
Afghanistan,2021,Linseed,31329.0,31165.0,994.8
Afghanistan,2021,Maize (corn),139080.0,264314.0,1900.4
Afghanistan,2021,Millet,979.0,1550.0,1583.2
Afghanistan,2021,Mustard seed,1074.0,1139.0,1060.5
Afghanistan,2021,Olives,2207.0,7676.13,3477.7
Afghanistan,2021,"Onions and shallots, dry (excluding dehydrated)",30027.0,533000.0,17750.7
Afghanistan,2021,Oranges,1782.0,11972.44,6718.5
Afghanistan,2021,Other berries and fruits of the genus vaccinium n.e.c.,8376.0,33560.6,4006.8
Afghanistan,2021,"Other citrus fruit, n.e.c.",2965.0,24752.98,8348.4
Afghanistan,2021,"Other fruits, n.e.c.",8337.0,61892.29,7423.7
Afghanistan,2021,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",4940.0,4200.0,850.3
Afghanistan,2021,Other pulses n.e.c.,80936.0,49161.04,607.4
Afghanistan,2021,"Other stimulant, spice and aromatic crops, n.e.c.",8410.0,11.0,1.3
Afghanistan,2021,Other stone fruits,6941.0,48924.66,7048.9
Afghanistan,2021,"Other vegetables, fresh n.e.c.",84517.0,762402.53,9020.7
Afghanistan,2021,Peaches and nectarines,10160.0,102560.0,10094.5
Afghanistan,2021,Pears,4003.0,32000.0,7994.0
Afghanistan,2021,"Pistachios, in shell",2165.0,2784.09,1285.7
Afghanistan,2021,Plums and sloes,6508.0,57304.27,8805.2
Afghanistan,2021,Potatoes,55706.0,879371.0,15785.9
Afghanistan,2021,Rice,141222.0,622300.0,4406.5
Afghanistan,2021,"Seed cotton, unginned",56882.0,77680.0,1365.6
Afghanistan,2021,Sesame seed,27472.0,19000.0,691.6
Afghanistan,2021,Sugar beet,350.0,5196.0,14845.7
Afghanistan,2021,Sugar cane,1582.0,41434.0,26190.9
Afghanistan,2021,Sunflower seed,599.0,693.52,1157.8
Afghanistan,2021,"Walnuts, in shell",8301.0,23360.0,2814.1
Afghanistan,2021,Watermelons,66108.0,935859.12,14156.5
Afghanistan,2021,Wheat,2046564.0,4017657.0,1963.1
Afghanistan,2022,"Almonds, in shell",36462.0,63515.0,1742.0
Afghanistan,2022,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",25403.0,17883.38,704.0
Afghanistan,2022,Apples,30163.0,318402.0,10556.0
Afghanistan,2022,Apricots,26731.0,170508.0,6378.7
Afghanistan,2022,Barley,61952.0,94687.0,1528.4
Afghanistan,2022,Cantaloupes and other melons,70902.0,762542.69,10754.8
Afghanistan,2022,Figs,9787.0,58035.99,5929.9
Afghanistan,2022,Grapes,92600.0,909792.0,9825.0
Afghanistan,2022,Linseed,31605.0,28579.0,904.3
Afghanistan,2022,Maize (corn),139000.0,311000.0,2237.4
Afghanistan,2022,Millet,1213.0,1913.0,1577.1
Afghanistan,2022,Mustard seed,1206.0,1475.0,1223.1
Afghanistan,2022,Olives,2207.0,7730.68,3503.0
Afghanistan,2022,"Onions and shallots, dry (excluding dehydrated)",30470.0,541000.0,17755.2
Afghanistan,2022,Oranges,1825.0,10611.25,5814.4
Afghanistan,2022,Other berries and fruits of the genus vaccinium n.e.c.,8021.0,32883.72,4099.7
Afghanistan,2022,"Other citrus fruit, n.e.c.",2402.0,21972.26,9147.5
Afghanistan,2022,"Other fruits, n.e.c.",8366.0,61977.16,7407.9
Afghanistan,2022,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",4933.0,4137.95,838.7
Afghanistan,2022,Other pulses n.e.c.,88071.0,51525.81,585.1
Afghanistan,2022,"Other stimulant, spice and aromatic crops, n.e.c.",7629.0,10.89,1.4
Afghanistan,2022,Other stone fruits,6975.0,49164.9,7048.9
Afghanistan,2022,"Other vegetables, fresh n.e.c.",84434.0,759490.58,8995.0
Afghanistan,2022,Peaches and nectarines,10060.0,101459.0,10085.4
Afghanistan,2022,Pears,4000.0,32000.0,8000.0
Afghanistan,2022,"Pistachios, in shell",2153.0,2793.21,1297.2
Afghanistan,2022,Plums and sloes,6385.0,55254.9,8653.9
Afghanistan,2022,Potatoes,56000.0,889000.0,15875.0
Afghanistan,2022,Rice,128000.0,592000.0,4625.0
Afghanistan,2022,"Seed cotton, unginned",54896.0,72493.0,1320.6
Afghanistan,2022,Sesame seed,48793.0,41871.0,858.1
Afghanistan,2022,Soya beans,1828.0,2906.0,1589.7
Afghanistan,2022,Sugar beet,343.0,5776.0,16839.7
Afghanistan,2022,Sugar cane,1705.0,58394.0,34248.7
Afghanistan,2022,Sunflower seed,678.0,759.92,1120.8
Afghanistan,2022,"Walnuts, in shell",8301.0,19560.0,2356.3
Afghanistan,2022,Watermelons,60768.0,891291.27,14667.2
Afghanistan,2022,Wheat,1859339.0,3802895.0,2045.3
Afghanistan,2023,"Almonds, in shell",37000.0,67000.0,1810.8
Afghanistan,2023,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",25439.0,17908.59,704.0
Afghanistan,2023,Apples,31000.0,324000.0,10451.6
Afghanistan,2023,Apricots,22008.0,155429.38,7062.4
Afghanistan,2023,Barley,80000.0,110000.0,1375.0
Afghanistan,2023,Cantaloupes and other melons,73628.0,795100.45,10798.9
Afghanistan,2023,Figs,10228.0,60651.09,5929.9
Afghanistan,2023,Grapes,93000.0,1086000.0,11677.4
Afghanistan,2023,Linseed,35000.0,29000.0,828.6
Afghanistan,2023,Maize (corn),127000.0,363000.0,2858.3
Afghanistan,2023,Millet,1142.0,1824.12,1597.9
Afghanistan,2023,Mustard seed,1000.0,1000.0,1000.0
Afghanistan,2023,Olives,2207.0,7785.23,3527.1
Afghanistan,2023,"Onions and shallots, dry (excluding dehydrated)",34000.0,586000.0,17235.3
Afghanistan,2023,Oranges,1242.0,7385.04,5946.8
Afghanistan,2023,Other berries and fruits of the genus vaccinium n.e.c.,8715.0,33194.74,3808.8
Afghanistan,2023,"Other citrus fruit, n.e.c.",2116.0,18960.64,8961.0
Afghanistan,2023,"Other fruits, n.e.c.",8321.0,61995.64,7450.6
Afghanistan,2023,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",4643.0,3841.07,827.2
Afghanistan,2023,Other pulses n.e.c.,83785.0,47145.41,562.7
Afghanistan,2023,"Other stimulant, spice and aromatic crops, n.e.c.",9856.0,17.88,1.8
Afghanistan,2023,Other stone fruits,7007.0,49391.67,7049.3
Afghanistan,2023,"Other vegetables, fresh n.e.c.",80619.0,723106.76,8969.5
Afghanistan,2023,Peaches and nectarines,11602.0,106311.7,9163.4
Afghanistan,2023,Pears,4000.0,28000.0,7000.0
Afghanistan,2023,"Pistachios, in shell",2141.0,2801.74,1308.8
Afghanistan,2023,Plums and sloes,5449.0,47041.32,8633.6
Afghanistan,2023,Potatoes,61000.0,889000.0,14573.8
Afghanistan,2023,Rice,129000.0,597000.0,4627.9
Afghanistan,2023,"Seed cotton, unginned",51906.0,68449.1,1318.7
Afghanistan,2023,Sesame seed,20000.0,14000.0,700.0
Afghanistan,2023,Soya beans,3000.0,6000.0,2000.0
Afghanistan,2023,Sugar beet,300.0,6000.0,20000.0
Afghanistan,2023,Sugar cane,2000.0,56000.0,28000.0
Afghanistan,2023,Sunflower seed,1000.0,1067.94,1067.9
Afghanistan,2023,"Walnuts, in shell",8000.0,27000.0,3375.0
Afghanistan,2023,Watermelons,61591.0,943668.36,15321.6
Afghanistan,2023,Wheat,2003070.0,4300000.0,2146.7
Albania,2019,Apples,4407.0,107713.0,24441.3
Albania,2019,Apricots,341.0,4875.0,14296.2
Albania,2019,Barley,2742.0,7942.0,2896.4
Albania,2019,"Beans, dry",13550.0,24782.0,1828.9
Albania,2019,"Broad beans and horse beans, dry",174.0,208.36,1200.8
Albania,2019,"Broad beans and horse beans, green",27.0,132.67,4993.6
Albania,2019,Cabbages,2023.0,70411.0,34805.2
Albania,2019,Cantaloupes and other melons,1502.0,40713.0,27105.9
Albania,2019,Carrots and turnips,423.0,13571.0,32082.7
Albania,2019,Cauliflowers and broccoli,342.0,7908.0,23122.8
Albania,2019,Cherries,2203.0,19681.0,8933.7
Albania,2019,"Chestnuts, in shell",2406.0,5846.0,2429.8
Albania,2019,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3055.0,85061.0,27843.2
Albania,2019,Cucumbers and gherkins,2654.0,126632.0,47713.6
Albania,2019,Dates,485.0,14035.0,28938.1
Albania,2019,Eggplants (aubergines),1190.0,31122.0,26152.9
Albania,2019,Figs,1489.0,22024.0,14791.1
Albania,2019,Grapes,10255.0,189904.0,18518.2
Albania,2019,Green garlic,989.0,15056.0,15223.5
Albania,2019,Hop cones,2422.0,1841.54,760.3
Albania,2019,Leeks and other alliaceous vegetables,1531.0,36894.0,24098.0
Albania,2019,Lemons and limes,87.0,4075.0,46911.5
Albania,2019,Lettuce and chicory,1440.0,21502.0,14931.9
Albania,2019,Maize (corn),55148.0,388951.0,7052.9
Albania,2019,Oats,15800.0,33382.0,2112.8
Albania,2019,Okra,696.0,8007.54,11502.7
Albania,2019,Olives,47136.0,98313.0,2085.7
Albania,2019,"Onions and shallots, dry (excluding dehydrated)",5236.0,109368.0,20887.7
Albania,2019,"Onions and shallots, green",1924.0,40261.0,20925.7
Albania,2019,Oranges,233.0,11556.0,49596.6
Albania,2019,"Other beans, green",980.0,12248.0,12498.0
Albania,2019,"Other citrus fruit, n.e.c.",1.0,16.0,25679.0
Albania,2019,"Other fruits, n.e.c.",121.0,3331.0,27528.9
Albania,2019,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",946.0,8354.0,8830.9
Albania,2019,Other pulses n.e.c.,1142.0,699.84,612.9
Albania,2019,"Other stimulant, spice and aromatic crops, n.e.c.",398.0,353.87,888.3
Albania,2019,"Other vegetables, fresh n.e.c.",1512.0,24317.0,16082.7
Albania,2019,Peaches and nectarines,1243.0,19884.0,15996.8
Albania,2019,Pears,759.0,14107.0,18586.3
Albania,2019,"Peas, green",496.0,5456.0,11000.0
Albania,2019,Plums and sloes,2626.0,40928.0,15585.7
Albania,2019,Potatoes,10164.0,260661.0,25645.5
Albania,2019,"Pumpkins, squash and gourds",675.0,18923.0,28034.1
Albania,2019,Quinces,87.0,4844.0,55678.2
Albania,2019,Rye,1183.0,2572.0,2174.1
Albania,2019,"Seed cotton, unginned",707.0,783.26,1107.8
Albania,2019,Sour cherries,3287.0,18230.93,5546.3
Albania,2019,Soya beans,219.0,605.0,2762.6
Albania,2019,Spinach,1559.0,23702.0,15203.3
Albania,2019,Strawberries,121.0,5273.0,43578.5
Albania,2019,Sugar beet,805.0,30705.0,38142.9
Albania,2019,Sunflower seed,439.0,1013.0,2307.5
Albania,2019,"Tangerines, mandarins, clementines",992.0,31235.0,31486.9
Albania,2019,Tomatoes,6663.0,299669.0,44975.1
Albania,2019,Unmanufactured tobacco,811.0,1403.0,1730.0
Albania,2019,Vetches,6384.0,1890.65,296.1
Albania,2019,Watermelons,5809.0,259697.0,44706.0
Albania,2019,Wheat,57330.0,233218.0,4068.0
Albania,2020,Apples,4420.0,102167.0,23114.7
Albania,2020,Apricots,344.0,5143.0,14950.6
Albania,2020,Barley,3771.0,12645.0,3353.2
Albania,2020,"Beans, dry",13346.0,25762.0,1930.3
Albania,2020,"Broad beans and horse beans, dry",174.0,208.81,1200.5
Albania,2020,"Broad beans and horse beans, green",26.0,130.22,4992.1
Albania,2020,Cabbages,1813.0,64951.0,35825.2
Albania,2020,Cantaloupes and other melons,1722.0,50164.0,29131.2
Albania,2020,Carrots and turnips,415.0,11794.0,28419.3
Albania,2020,Cauliflowers and broccoli,332.0,7206.0,21704.8
Albania,2020,Cherries,2237.0,20471.0,9151.1
Albania,2020,"Chestnuts, in shell",2407.0,5616.0,2333.2
Albania,2020,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3367.0,103056.0,30607.7
Albania,2020,Cucumbers and gherkins,2499.0,113685.0,45492.2
Albania,2020,Dates,487.0,14571.0,29919.9
Albania,2020,Eggplants (aubergines),1225.0,34680.0,28310.2
Albania,2020,Figs,1504.0,21889.0,14553.9
Albania,2020,Grapes,10455.0,199069.0,19040.6
Albania,2020,Green garlic,1259.0,20722.0,16459.1
Albania,2020,Hop cones,2386.0,1810.08,758.7
Albania,2020,Leeks and other alliaceous vegetables,1484.0,36422.0,24543.1
Albania,2020,Lemons and limes,65.0,4589.88,70613.5
Albania,2020,Lettuce and chicory,1625.0,25155.0,15480.0
Albania,2020,Maize (corn),56727.0,399125.0,7035.9
Albania,2020,Oats,15545.0,35579.0,2288.8
Albania,2020,Okra,701.0,8121.39,11582.2
Albania,2020,Olives,48102.0,131971.0,2743.6
Albania,2020,"Onions and shallots, dry (excluding dehydrated)",5179.0,104333.0,20145.4
Albania,2020,"Onions and shallots, green",2284.0,49427.0,21640.5
Albania,2020,Oranges,239.0,12436.0,52033.5
Albania,2020,"Other beans, green",970.0,11764.0,12127.8
Albania,2020,"Other citrus fruit, n.e.c.",1.0,16.0,27021.8
Albania,2020,"Other fruits, n.e.c.",125.0,3345.0,26760.0
Albania,2020,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1015.0,9372.0,9233.5
Albania,2020,Other pulses n.e.c.,1162.0,716.02,616.4
Albania,2020,"Other stimulant, spice and aromatic crops, n.e.c.",405.0,349.33,861.7
Albania,2020,"Other vegetables, fresh n.e.c.",1650.0,28706.0,17397.6
Albania,2020,Peaches and nectarines,1267.0,20392.0,16094.7
Albania,2020,Pears,776.0,14346.0,18487.1
Albania,2020,"Peas, green",485.0,5727.0,11808.2
Albania,2020,Plums and sloes,2644.0,41708.0,15774.6
Albania,2020,Potatoes,9701.0,254886.0,26274.2
Albania,2020,"Pumpkins, squash and gourds",754.0,22315.0,29595.5
Albania,2020,Quinces,89.0,5064.0,56898.9
Albania,2020,Rye,1321.0,3244.0,2455.7
Albania,2020,"Seed cotton, unginned",729.0,807.75,1108.0
Albania,2020,Sour cherries,3187.0,17848.67,5600.1
Albania,2020,Soya beans,171.0,441.0,2578.9
Albania,2020,Spinach,1683.0,26257.0,15601.3
Albania,2020,Strawberries,121.0,5446.0,45008.3
Albania,2020,Sugar beet,837.0,26964.0,32215.1
Albania,2020,Sunflower seed,542.0,1259.0,2322.9
Albania,2020,"Tangerines, mandarins, clementines",1024.0,32159.0,31405.3
Albania,2020,Tomatoes,6859.0,313109.0,45649.4
Albania,2020,Unmanufactured tobacco,757.0,1438.0,1899.6
Albania,2020,Vetches,6420.0,1859.38,289.6
Albania,2020,Watermelons,5453.0,248724.0,45612.3
Albania,2020,Wheat,53946.0,233430.0,4327.1
Albania,2021,Apples,4242.0,111247.2,26225.8
Albania,2021,Apricots,345.0,5056.7,14657.1
Albania,2021,Barley,5071.0,15310.0,3019.1
Albania,2021,"Beans, dry",13363.0,22418.0,1677.6
Albania,2021,"Broad beans and horse beans, dry",174.0,207.72,1191.9
Albania,2021,"Broad beans and horse beans, green",26.0,127.63,4991.8
Albania,2021,Cabbages,1992.0,69126.9,34700.5
Albania,2021,Cantaloupes and other melons,1644.0,50669.1,30826.2
Albania,2021,Carrots and turnips,356.0,10080.4,28347.6
Albania,2021,Cauliflowers and broccoli,324.0,7317.7,22606.4
Albania,2021,Cherries,2255.0,22049.9,9779.1
Albania,2021,"Chestnuts, in shell",2409.0,5090.7,2113.6
Albania,2021,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3220.0,99334.9,30850.3
Albania,2021,Cucumbers and gherkins,2565.0,118171.0,46074.2
Albania,2021,Dates,489.0,14454.5,29565.4
Albania,2021,Eggplants (aubergines),1276.0,35425.1,27764.8
Albania,2021,Figs,1508.0,24095.46,15981.6
Albania,2021,Grapes,10548.0,212011.0,20100.2
Albania,2021,Green garlic,1117.0,18520.5,16588.0
Albania,2021,Hop cones,2387.0,1809.91,758.3
Albania,2021,Leeks and other alliaceous vegetables,1526.0,36937.6,24202.3
Albania,2021,Lemons and limes,69.0,4910.7,71169.6
Albania,2021,Lettuce and chicory,1576.0,23619.5,14984.1
Albania,2021,Maize (corn),58288.0,414270.8,7107.3
Albania,2021,Oats,15146.0,33082.0,2184.2
Albania,2021,Okra,723.0,8154.18,11275.4
Albania,2021,Olives,48723.0,110164.5,2261.0
Albania,2021,"Onions and shallots, dry (excluding dehydrated)",5259.0,108276.2,20588.7
Albania,2021,"Onions and shallots, green",2191.0,49910.9,22780.0
Albania,2021,Oranges,240.0,12724.7,53019.6
Albania,2021,"Other beans, green",1016.0,13082.6,12881.6
Albania,2021,"Other citrus fruit, n.e.c.",1.0,13.5,26047.3
Albania,2021,"Other fruits, n.e.c.",122.0,3133.8,25686.9
Albania,2021,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1097.0,9899.0,9027.8
Albania,2021,Other pulses n.e.c.,1166.0,716.44,614.4
Albania,2021,"Other stimulant, spice and aromatic crops, n.e.c.",400.0,350.99,876.9
Albania,2021,"Other vegetables, fresh n.e.c.",1628.0,29395.9,18058.7
Albania,2021,Peaches and nectarines,1281.0,20611.8,16087.9
Albania,2021,Pears,781.0,14243.7,18247.1
Albania,2021,"Peas, green",577.0,7856.1,13613.1
Albania,2021,Plums and sloes,2659.0,41186.1,15492.2
Albania,2021,Potatoes,10378.0,258862.0,24943.3
Albania,2021,"Pumpkins, squash and gourds",894.0,30911.6,34592.2
Albania,2021,Quinces,89.0,5001.0,55939.6
Albania,2021,Rye,1318.0,3293.0,2498.5
Albania,2021,"Seed cotton, unginned",725.0,803.67,1108.0
Albania,2021,Sour cherries,3223.0,17857.77,5540.5
Albania,2021,Soya beans,155.0,373.0,2414.2
Albania,2021,Spinach,1608.0,25531.8,15874.0
Albania,2021,Strawberries,120.0,5723.3,47853.7
Albania,2021,Sugar beet,757.0,24422.0,32282.9
Albania,2021,Sunflower seed,389.0,925.5,2379.2
Albania,2021,"Tangerines, mandarins, clementines",1028.0,32835.8,31953.9
Albania,2021,Tomatoes,6693.0,314470.1,46988.4
Albania,2021,Unmanufactured tobacco,829.0,1620.3,1954.8
Albania,2021,Vetches,6504.0,1883.55,289.6
Albania,2021,Watermelons,5880.0,270944.1,46082.1
Albania,2021,Wheat,54514.0,225170.9,4130.5
Albania,2022,Apples,4294.0,103645.0,24137.2
Albania,2022,Apricots,364.0,5500.0,15109.9
Albania,2022,Barley,5597.0,19014.0,3397.2
Albania,2022,"Beans, dry",12993.0,21770.0,1675.5
Albania,2022,"Broad beans and horse beans, dry",176.0,207.91,1181.9
Albania,2022,"Broad beans and horse beans, green",26.0,130.17,4992.5
Albania,2022,Cabbages,1970.0,66696.0,33855.8
Albania,2022,Cantaloupes and other melons,1775.0,56420.7,31788.1
Albania,2022,Carrots and turnips,324.0,9538.8,29486.2
Albania,2022,Cauliflowers and broccoli,383.0,7676.0,20049.6
Albania,2022,Cherries,2280.0,24357.0,10682.9
Albania,2022,"Chestnuts, in shell",2412.0,6022.0,2496.7
Albania,2022,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",3148.0,97017.5,30818.8
Albania,2022,Cucumbers and gherkins,2722.0,129896.1,47727.8
Albania,2022,Dates,490.0,14868.0,30342.9
Albania,2022,Eggplants (aubergines),1180.0,33889.5,28722.3
Albania,2022,Figs,1516.0,23464.0,15477.6
Albania,2022,Grapes,10652.0,217883.0,20454.7
Albania,2022,Green garlic,1174.0,19038.7,16218.3
Albania,2022,Hop cones,2398.0,1820.51,759.1
Albania,2022,Leeks and other alliaceous vegetables,1550.0,39124.5,25248.1
Albania,2022,Lemons and limes,85.0,5782.0,68023.5
Albania,2022,Lettuce and chicory,1669.0,36379.0,21791.7
Albania,2022,Maize (corn),56617.0,401419.0,7090.1
Albania,2022,Oats,15045.0,34157.0,2270.3
Albania,2022,Okra,722.0,8094.37,11205.8
Albania,2022,Olives,49476.0,157710.0,3187.6
Albania,2022,"Onions and shallots, dry (excluding dehydrated)",5433.0,108913.2,20046.6
Albania,2022,"Onions and shallots, green",2302.0,51546.6,22388.2
Albania,2022,Oranges,240.0,14294.0,59558.3
Albania,2022,"Other beans, green",1014.0,13203.0,13023.3
Albania,2022,"Other citrus fruit, n.e.c.",0.0,11.0,26814.3
Albania,2022,"Other fruits, n.e.c.",123.0,3186.0,25902.4
Albania,2022,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1194.0,11561.0,9682.6
Albania,2022,Other pulses n.e.c.,1173.0,722.41,615.9
Albania,2022,"Other stimulant, spice and aromatic crops, n.e.c.",403.0,351.39,871.9
Albania,2022,"Other vegetables, fresh n.e.c.",1809.0,38802.5,21453.3
Albania,2022,Peaches and nectarines,1305.0,22472.0,17219.9
Albania,2022,Pears,794.0,14975.0,18860.2
Albania,2022,"Peas, green",604.0,8782.0,14551.8
Albania,2022,Plums and sloes,2663.0,45141.0,16951.2
Albania,2022,Potatoes,9910.0,262673.0,26505.9
Albania,2022,"Pumpkins, squash and gourds",856.0,30002.2,35065.7
Albania,2022,Quinces,91.0,5330.0,58571.4
Albania,2022,Rye,1313.0,3115.0,2372.4
Albania,2022,"Seed cotton, unginned",720.0,798.23,1107.9
Albania,2022,Sour cherries,3232.0,17979.12,5562.0
Albania,2022,Soya beans,239.0,686.0,2870.3
Albania,2022,Spinach,1782.0,29640.0,16633.9
Albania,2022,Strawberries,131.0,6290.0,48051.9
Albania,2022,Sugar beet,659.0,21253.0,32250.4
Albania,2022,Sunflower seed,333.0,789.0,2369.4
Albania,2022,"Tangerines, mandarins, clementines",1066.0,35161.0,32984.1
Albania,2022,Tomatoes,6660.0,315057.3,47305.2
Albania,2022,Unmanufactured tobacco,833.0,1792.0,2152.6
Albania,2022,Vetches,6612.0,1877.86,284.0
Albania,2022,Watermelons,5470.0,256798.2,46946.7
Albania,2022,Wheat,54267.0,233145.0,4296.3
Albania,2023,Apples,4365.0,97273.87,22284.2
Albania,2023,Apricots,354.0,5578.33,15751.3
Albania,2023,Barley,6260.0,21178.8,3383.2
Albania,2023,"Beans, dry",12197.0,23307.2,1910.9
Albania,2023,"Broad beans and horse beans, dry",175.0,208.1,1191.1
